QSD
6431
Al;S;Sm;1
Al;S;Sr;1
Al;S;Tb;1
Al;S;Tl;1
Al;S;Y;1
Al;S;Zn;1
Al;Sb;Sr;1
Al;Se;Sm;1
Al;Se;Sr;1
Al;Se;Tb;1
Al;Se;Tl;1
Al;Se;Zn;1
Al;Si;Sr;1
Al;Si;Ti;1
Al;Si;Zr;1
Al;Sn;Sr;1
Al;Te;Zn;1
Am;Mo;Se;1
As;Au;K;1
As;Ba;Cu;1
As;Ba;Ge;1
As;Ba;Ni;1
As;Ba;Pd;1
As;Ba;Pt;1
As;Ba;S;1
As;Ba;Se;1
As;Ba;Si;1
As;Ba;Sn;1
As;Ba;Zn;1
As;Be;K;1
As;C;Nb;1
As;C;V;1
As;Ca;Ga;1
As;Ca;Ge;1
As;Ca;In;1
As;Ca;N;1
As;Ca;Ni;1
As;Ca;Pt;1
As;Ca;Si;1
As;Ca;Sn;1
As;Cd;Ge;1
As;Cd;Pd;1
As;Cd;Pt;1
As;Cd;Si;1
As;Cd;Sn;1
As;Ce;Fe;1
As;Ce;Ni;1
As;Ce;Os;1
As;Ce;Rh;1
As;Ce;Ru;1
As;Ce;S;1
As;Ce;Si;1
As;Co;Re;1
As;Co;S;1
As;Co;Th;1
As;Co;U;1
As;Cr;N;1
As;Cs;Ga;1
As;Cs;Pd;1
As;Cs;S;1
As;Cs;Se;1
As;Cs;Si;1
As;Cs;Sn;1
As;Cu;K;1
As;Cu;Li;1
As;Cu;Na;1
As;Cu;S;1
As;Cu;Se;1
As;Cu;Te;1
As;Cu;U;1
As;Dy;Ni;1
As;Dy;Pt;1
As;Dy;Rh;1
As;Dy;S;1
As;Dy;Se;1
As;Er;Ni;1
As;Er;Pt;1
As;Er;Rh;1
As;Er;S;1
As;Er;Se;1
As;Eu;Ni;1
As;Eu;Pd;1
As;Eu;Pt;1
As;Fe;Ge;1
As;Fe;La;1
As;Fe;Mo;1
As;Fe;Nd;1
As;Fe;Pr;1
As;Fe;Re;1
As;Fe;Rh;1
As;Fe;Ru;1
As;Fe;U;1
As;Ga;K;1
As;Ga;Pd;1
As;Ga;Sr;1
As;Gd;Ni;1
As;Gd;Pt;1
As;Gd;S;1
As;Gd;Se;1
As;Ge;K;1
As;Ge;Se;1
As;Ge;Sr;1
As;Ge;Te;1
As;Ge;Zn;1
As;Hf;Mo;1
As;Hf;Na;1
As;Hf;Ni;1
As;Hf;Re;1
As;Hf;Ru;1
As;Hf;W;1
As;Hg;Pd;1
As;Hg;S;1
As;Ho;Ni;1
As;Ho;Pt;1
As;Ho;Rh;1
As;Ho;S;1
As;Ho;Se;1
As;In;Pd;1
As;In;Pt;1
As;In;S;1
As;K;Pd;1
As;K;Pt;1
As;K;S;1
As;K;Se;1
As;K;Sn;1
As;K;Zn;1
As;La;Ni;1
As;La;Os;1
As;La;Rh;1
As;La;Ru;1
As;La;S;1
As;La;Si;1
As;Li;Mg;1
As;Li;Mn;1
As;Li;Ni;1
As;Lu;Ni;1
As;Lu;Pt;1
As;Lu;Se;1
As;Mg;Pt;1
As;Mo;Ni;1
As;Na;Ni;1
As;Na;S;1
As;Na;Se;1
As;Na;Sn;1
As;Nb;Ni;1
As;Nb;Ta;1
As;Nd;Ni;1
As;Nd;Os;1
As;Nd;Pd;1
As;Nd;Rh;1
As;Nd;S;1
As;Nd;Se;1
As;Ni;Pr;1
As;Ni;Re;1
As;Ni;S;1
As;Ni;Sc;1
As;Ni;Sm;1
As;Ni;Sr;1
As;Ni;Tb;1
As;Ni;Tm;1
As;Ni;U;1
As;Ni;Y;1
As;Ni;Yb;1
As;Ni;Zr;1
As;Os;Pr;1
As;Os;Th;1
As;P;S;1
As;Pb;S;1
As;Pd;S;1
As;Pd;Se;1
As;Pd;Sm;1
As;Pd;Tl;1
As;Pd;U;1
As;Pr;Rh;1
As;Pr;Ru;1
As;Pr;S;1
As;Pr;Se;1
As;Pr;Si;1
As;Pt;Sm;1
As;Pt;Sr;1
As;Pt;Tl;1
As;Pt;Tm;1
As;Pt;Y;1
As;Pt;Yb;1
As;Pt;Zn;1
As;Rb;Se;1
As;Rb;Si;1
As;Rb;Sn;1
As;Rh;U;1
As;Rh;Y;1
As;Ru;Ti;1
As;S;Sb;1
As;S;Sm;1
As;S;Tb;1
As;S;Tl;1
As;S;Tm;1
As;S;Y;1
As;Se;Sm;1
As;Se;Tb;1
As;Se;Tl;1
As;Se;Tm;1
As;Se;Y;1
As;Si;Sr;1
As;Si;Zn;1
As;Sn;Zn;1
As;Te;Zr;1
Au;Bi;Ca;1
Au;Bi;Eu;1
Au;Bi;Li;1
Au;Bi;Yb;1
Au;Ca;Sb;1
Au;Cd;Sb;1
Au;Ce;Ga;1
Au;Ce;Ge;1
Au;Ce;Sb;1
Au;Cs;S;1
Au;Cs;Se;1
Au;Cs;Te;1
Au;Cu;Ga;1
Au;Cu;Zn;1
Au;Dy;Ge;1
Au;Dy;Pb;1
Au;Dy;Sb;1
Au;Er;Ge;1
Au;Er;Pb;1
Au;Er;Sb;1
Au;Er;Sn;1
Au;Ga;La;1
Au;Ga;Li;1
Au;Ga;Nd;1
Au;Ga;Pr;1
Au;Ga;Sm;1
Au;Ga;Yb;1
Au;Gd;Ge;1
Au;Gd;Pb;1
Au;Gd;Sb;1
Au;Ge;Ho;1
Au;Ge;La;1
Au;Ge;Li;1
Au;Ge;Na;1
Au;Ge;Nd;1
Au;Ge;Pr;1
Au;Ge;Sm;1
Au;Ge;Tb;1
Au;Ge;Y;1
Au;Ge;Yb;1
Au;Ho;Pb;1
Au;Ho;Sb;1
Au;Ho;Sn;1
Au;In;Li;1
Au;K;P;1
Au;K;S;1
Au;K;Se;1
Au;K;Sn;1
Au;K;Te;1
Au;La;Sb;1
Au;Li;Pb;1
Au;Li;Sb;1
Au;Li;Sn;1
Au;Li;Tl;1
Au;Lu;Sb;1
Au;Lu;Si;1
Au;Lu;Sn;1
Au;Mg;Sn;1
Au;Mn;Sb;1
Au;N;V;1
Au;Na;S;1
Au;Na;Si;1
Au;Na;Sn;1
Au;Nd;Sb;1
Au;Pb;Tb;1
Au;Pb;Y;1
Au;Pr;Sb;1
Au;Rb;S;1
Au;Rb;Se;1
Au;Rb;Sn;1
Au;Rb;Te;1
Au;Sb;Sm;1
Au;Sb;Tb;1
Au;Sb;Tm;1
Au;Sb;Y;1
Au;Sb;Yb;1
Au;Sc;Si;1
Au;Sc;Sn;1
Au;Si;U;1
Au;Si;Y;1
Au;Sn;Tm;1
Au;Sn;U;1
B;Ba;Ir;1
B;Ba;Ni;1
B;Ba;Pt;1
B;Be;H;1
B;C;Ca;1
B;C;Ce;1
B;C;Cr;1
B;C;Dy;1
B;C;Er;1
B;C;Eu;1
B;C;Gd;1
B;C;Ho;1
B;C;La;1
B;C;Lu;1
B;C;Mo;1
B;C;Nd;1
B;C;Pr;1
B;C;Sc;1
B;C;Sm;1
B;C;Tb;1
B;C;Th;1
B;C;Tm;1
B;C;U;1
B;C;Y;1
B;C;Yb;1
B;Ca;Ir;1
B;Ca;Ni;1
B;Ca;Os;1
B;Ca;Pt;1
B;Ca;Rh;1
B;Ce;Co;1
B;Ce;Cr;1
B;Ce;Fe;1
B;Ce;Ir;1
B;Ce;N;1
B;Ce;Ni;1
B;Ce;Os;1
B;Ce;Pd;1
B;Ce;Re;1
B;Ce;Rh;1
B;Ce;Ru;1
B;Co;Dy;1
B;Co;Er;1
B;Co;Eu;1
B;Co;Gd;1
B;Co;Hf;1
B;Co;Ho;1
B;Co;La;1
B;Co;Lu;1
B;Co;Mo;1
B;Co;Nb;1
B;Co;Nd;1
B;Co;Pr;1
B;Co;Re;1
B;Co;Sc;1
B;Co;Sm;1
B;Co;Ta;1
B;Co;Tb;1
B;Co;Ti;1
B;Co;Tm;1
B;Co;U;1
B;Co;V;1
B;Co;W;1
B;Co;Y;1
B;Co;Yb;1
B;Co;Zr;1
B;Cr;Dy;1
B;Cr;Er;1
B;Cr;Gd;1
B;Cr;Ho;1
B;Cr;Ir;1
B;Cr;Lu;1
B;Cr;Nd;1
B;Cr;Ni;1
B;Cr;Pr;1
B;Cr;Sm;1
B;Cr;Tb;1
B;Cr;Tm;1
B;Cr;U;1
B;Cr;Y;1
B;Cs;H;1
B;Cu;Se;1
B;Dy;Fe;1
B;Dy;Ir;1
B;Dy;Mn;1
B;Dy;Mo;1
B;Dy;Ni;1
B;Dy;Os;1
B;Dy;Pd;1
B;Dy;Re;1
B;Dy;Rh;1
B;Dy;Ru;1
B;Dy;V;1
B;Dy;W;1
B;Er;Fe;1
B;Er;Ir;1
B;Er;Mn;1
B;Er;Mo;1
B;Er;Ni;1
B;Er;Os;1
B;Er;Pd;1
B;Er;Pt;1
B;Er;Re;1
B;Er;Rh;1
B;Er;Ru;1
B;Er;V;1
B;Er;W;1
B;Eu;Fe;1
B;Eu;Ir;1
B;Eu;Ni;1
B;Eu;Os;1
B;Eu;Pd;1
B;Eu;Rh;1
B;Eu;Ru;1
B;Fe;Gd;1
B;Fe;Ho;1
B;Fe;La;1
B;Fe;Lu;1
B;Fe;Nd;1
B;Fe;Pr;1
B;Fe;Sc;1
B;Fe;Sm;1
B;Fe;Tb;1
B;Fe;Th;1
B;Fe;Tm;1
B;Fe;U;1
B;Fe;W;1
B;Fe;Y;1
B;Fe;Yb;1
B;Gd;Ir;1
B;Gd;Mn;1
B;Gd;Mo;1
B;Gd;N;1
B;Gd;Ni;1
B;Gd;Os;1
B;Gd;Pd;1
B;Gd;Re;1
B;Gd;Rh;1
B;Gd;Ru;1
B;Gd;V;1
B;Gd;W;1
B;Ge;Ni;1
B;H;Na;1
B;H;Rb;1
B;Hf;Ir;1
B;Hf;Mo;1
B;Hf;Os;1
B;Hf;Re;1
B;Hf;W;1
B;Ho;Ir;1
B;Ho;Mn;1
B;Ho;Mo;1
B;Ho;Ni;1
B;Ho;Os;1
B;Ho;Pd;1
B;Ho;Re;1
B;Ho;Rh;1
B;Ho;Ru;1
B;Ho;V;1
B;Ho;W;1
B;In;Ni;1
B;In;Sc;1
B;Ir;La;1
B;Ir;Lu;1
B;Ir;Mg;1
B;Ir;Mo;1
B;Ir;Na;1
B;Ir;Nd;1
B;Ir;Pr;1
B;Ir;Pu;1
B;Ir;Sc;1
B;Ir;Sm;1
B;Ir;Sr;1
B;Ir;Tb;1
B;Ir;Th;1
B;Ir;Tm;1
B;Ir;V;1
B;Ir;W;1
B;Ir;Y;1
B;Ir;Yb;1
B;Ir;Zn;1
B;Ir;Zr;1
B;La;N;1
B;La;Ni;1
B;La;Os;1
B;La;Pd;1
B;La;Re;1
B;La;Rh;1
B;La;Ru;1
B;Li;N;1
B;Li;Ni;1
B;Li;Pt;1
B;Lu;Ni;1
B;Lu;Os;1
B;Lu;Pd;1
B;Lu;Re;1
B;Lu;Rh;1
B;Lu;Ru;1
B;Mg;N;1
B;Mg;Ni;1
B;Mg;Ru;1
B;Mn;Nd;1
B;Mn;Pr;1
B;Mn;Sm;1
B;Mn;Tb;1
B;Mn;U;1
B;Mn;Y;1
B;Mo;Ni;1
B;Mo;Os;1
B;Mo;Pu;1
B;Mo;Ru;1
B;Mo;Tb;1
B;Mo;Th;1
B;Mo;U;1
B;Mo;Y;1
B;Mo;Zr;1
B;N;Na;1
B;N;Nb;1
B;N;Nd;1
B;N;Pr;1
B;N;Sm;1
B;N;U;1
B;Na;Pt;1
B;Nb;Ni;1
B;Nd;Ni;1
B;Nd;Os;1
B;Nd;Pd;1
B;Nd;Re;1
B;Nd;Rh;1
B;Nd;Ru;1
B;Ni;Pr;1
B;Ni;Sc;1
B;Ni;Sm;1
B;Ni;Sr;1
B;Ni;Ta;1
B;Ni;Tb;1
B;Ni;Tm;1
B;Ni;U;1
B;Ni;W;1
B;Ni;Y;1
B;Ni;Yb;1
B;Os;Pr;1
B;Os;Pu;1
B;Os;Sc;1
B;Os;Sm;1
B;Os;Tb;1
B;Os;Th;1
B;Os;Tm;1
B;Os;U;1
B;Os;V;1
B;Os;W;1
B;Os;Y;1
B;Os;Yb;1
B;P;S;1
B;Pb;S;1
B;Pb;Sc;1
B;Pd;Pr;1
B;Pd;Sm;1
B;Pd;Tb;1
B;Pd;Tm;1
B;Pd;Yb;1
B;Pr;Re;1
B;Pr;Rh;1
B;Pr;Ru;1
B;Pt;Sr;1
B;Pu;Re;1
B;Pu;Rh;1
B;Pu;Ru;1
B;Pu;Tc;1
B;Pu;W;1
B;Re;Sc;1
B;Re;Sm;1
B;Re;Tb;1
B;Re;Th;1
B;Re;Tm;1
B;Re;U;1
B;Re;Y;1
B;Re;Zr;1
B;Rh;Sc;1
B;Rh;Sm;1
B;Rh;Sr;1
B;Rh;Tb;1
B;Rh;Th;1
B;Rh;Tm;1
B;Rh;U;1
B;Rh;Y;1
B;Rh;Yb;1
B;Ru;Sc;1
B;Ru;Sm;1
B;Ru;Sr;1
B;Ru;Tb;1
B;Ru;Th;1
B;Ru;Tm;1
B;Ru;U;1
B;Ru;W;1
B;Ru;Y;1
B;Ru;Yb;1
B;S;Sr;1
B;S;Tl;1
B;Sc;Sn;1
B;Sc;Tl;1
B;Se;Tl;1
B;Tb;V;1
B;Tb;W;1
B;Th;V;1
B;Th;W;1
B;Tm;W;1
B;U;V;1
B;U;W;1
B;V;Y;1
B;W;Y;1
B;W;Zr;1
Ba;Bi;Cd;1
Ba;Bi;Mn;1
Ba;Bi;S;1
Ba;Bi;Se;1
Ba;Cd;S;1
Ba;Cd;Se;1
Ba;Co;S;1
Ba;Cu;Ga;1
Ba;Cu;P;1
Ba;Cu;S;1
Ba;Cu;Se;1
Ba;Cu;Sn;1
Ba;Dy;S;1
Ba;Dy;Se;1
Ba;Er;S;1
Ba;Er;Se;1
Ba;Fe;N;1
Ba;Fe;S;1
Ba;Fe;Sb;1
Ba;Fe;Se;1
Ba;Ga;S;1
Ba;Ga;Sb;1
Ba;Ga;Se;1
Ba;Ga;Sn;1
Ba;Gd;S;1
Ba;Gd;Se;1
Ba;Ge;P;1
Ba;Ge;Pt;1
Ba;Ge;S;1
Ba;Ge;Te;1
Ba;H;Li;1
Ba;H;N;1
Ba;Hf;S;1
Ba;Hg;S;1
Ba;Ho;S;1
Ba;In;S;1
Ba;In;Sb;1
Ba;In;Se;1
Ba;Ir;P;1
Ba;Li;Sb;1
Ba;Li;Si;1
Ba;Lu;S;1
Ba;Lu;Se;1
Ba;Mg;Pb;1
Ba;Mg;Sn;1
Ba;Mn;S;1
Ba;Mn;Se;1
Ba;Mn;Te;1
Ba;Mo;N;1
Ba;Mo;S;1
Ba;Mo;Se;1
Ba;Mo;Te;1
Ba;N;Ni;1
Ba;N;W;1
Ba;Nb;S;1
Ba;Nb;Se;1
Ba;Nd;S;1
Ba;Ni;P;1
Ba;Ni;S;1
Ba;Ni;Si;1
Ba;Ni;Sn;1
Ba;P;Pd;1
Ba;P;Pt;1
Ba;P;Si;1
Ba;P;Sn;1
Ba;Pb;Rh;1
Ba;Pb;Tl;1
Ba;Pd;S;1
Ba;Pd;Sb;1
Ba;Pd;Si;1
Ba;Pd;Sn;1
Ba;Pt;S;1
Ba;Pt;Sb;1
Ba;Pt;Si;1
Ba;Pt;Sn;1
Ba;Re;S;1
Ba;Ru;Sb;1
Ba;S;Sb;1
Ba;S;Si;1
Ba;S;Sm;1
Ba;S;Sn;1
Ba;S;Ta;1
Ba;S;Tb;1
Ba;S;Te;1
Ba;S;Ti;1
Ba;S;Tm;1
Ba;S;U;1
Ba;S;V;1
Ba;S;Y;1
Ba;S;Yb;1
Ba;S;Zn;1
Ba;S;Zr;1
Ba;Sb;Se;1
Ba;Sb;Te;1
Ba;Sb;Zn;1
Ba;Se;Si;1
Ba;Se;Sm;1
Ba;Se;Ta;1
Ba;Se;Ti;1
Ba;Se;Y;1
Ba;Se;Yb;1
Ba;Se;Zr;1
Ba;Si;Te;1
Ba;Sn;Zn;1
Be;Ca;Ge;1
Be;H;N;1
Be;H;Zr;1
Be;K;P;1
Be;Li;Sb;1
Be;N;Si;1
Be;Re;Tc;1
Bi;Ca;Cd;1
Bi;Ca;Mn;1
Bi;Ca;N;1
Bi;Ca;Zn;1
Bi;Cd;Sr;1
Bi;Ce;Ni;1
Bi;Ce;Pt;1
Bi;Ce;S;1
Bi;Co;La;1
Bi;Cs;Se;1
Bi;Cu;Mg;1
Bi;Cu;Mn;1
Bi;Cu;S;1
Bi;Cu;Se;1
Bi;Cu;U;1
Bi;Cu;Yb;1
Bi;Dy;Ni;1
Bi;Dy;Pt;1
Bi;Er;Pt;1
Bi;Eu;Pd;1
Bi;Eu;S;1
Bi;Eu;Se;1
Bi;Fe;Nd;1
Bi;Fe;Pr;1
Bi;Fe;Sm;1
Bi;Gd;Ni;1
Bi;Gd;Pt;1
Bi;Ge;Te;1
Bi;Hg;S;1
Bi;Ho;Pt;1
Bi;In;S;1
Bi;Ir;S;1
Bi;Ir;Se;1
Bi;La;Ni;1
Bi;La;Pt;1
Bi;La;S;1
Bi;Li;Mg;1
Bi;Li;Zn;1
Bi;Lu;Ni;1
Bi;Mg;Ni;1
Bi;Mn;Ni;1
Bi;Mn;Pd;1
Bi;Mn;Rh;1
Bi;Mn;S;1
Bi;Mn;Sb;1
Bi;Mn;Se;1
Bi;Mn;Sr;1
Bi;Mo;S;1
Bi;Nb;S;1
Bi;Nb;Se;1
Bi;Nb;Te;1
Bi;Nd;Ni;1
Bi;Ni;Pr;1
Bi;Ni;Rh;1
Bi;Ni;S;1
Bi;Ni;Sc;1
Bi;Ni;Se;1
Bi;Ni;Sm;1
Bi;Ni;Tb;1
Bi;Ni;Tm;1
Bi;Ni;U;1
Bi;Ni;Y;1
Bi;P;S;1
Bi;Pb;Pd;1
Bi;Pb;Pt;1
Bi;Pb;S;1
Bi;Pb;Se;1
Bi;Pb;Te;1
Bi;Pd;S;1
Bi;Pd;Se;1
Bi;Pd;Sr;1
Bi;Pd;Te;1
Bi;Pd;Yb;1
Bi;Pt;Se;1
Bi;Pt;Te;1
Bi;Rb;S;1
Bi;Rh;S;1
Bi;Rh;Se;1
Bi;Rh;Si;1
Bi;S;Sr;1
Bi;S;Ta;1
Bi;S;Tl;1
Bi;S;Yb;1
Bi;Se;Sr;1
Bi;Se;Tl;1
Bi;Te;Tl;1
C;Ca;Ni;1
C;Ca;Pd;1
C;Cd;Ti;1
C;Ce;Co;1
C;Ce;Fe;1
C;Ce;In;1
C;Ce;Mn;1
C;Ce;Ni;1
C;Ce;Pb;1
C;Ce;Re;1
C;Ce;Rh;1
C;Ce;Ru;1
C;Ce;Sn;1
C;Ce;Tl;1
C;Co;Dy;1
C;Co;Er;1
C;Co;Ga;1
C;Co;Gd;1
C;Co;Ge;1
C;Co;Ho;1
C;Co;In;1
C;Co;La;1
C;Co;Lu;1
C;Co;Mg;1
C;Co;Mn;1
C;Co;Mo;1
C;Co;Nb;1
C;Co;Nd;1
C;Co;Pr;1
C;Co;Pu;1
C;Co;Sc;1
C;Co;Sm;1
C;Co;Sn;1
C;Co;Ta;1
C;Co;Tb;1
C;Co;Th;1
C;Co;Tm;1
C;Co;U;1
C;Co;W;1
C;Co;Y;1
C;Co;Yb;1
C;Co;Zn;1
C;Cr;Dy;1
C;Cr;Er;1
C;Cr;Fe;1
C;Cr;Ga;1
C;Cr;Gd;1
C;Cr;Ge;1
C;Cr;Ho;1
C;Cr;Lu;1
C;Cr;Nb;1
C;Cr;Pt;1
C;Cr;Sc;1
C;Cr;Tb;1
C;Cr;Tm;1
C;Cr;U;1
C;Cr;Y;1
C;Cr;Yb;1
C;Dy;Fe;1
C;Dy;Ga;1
